Date,Open,High,Low,Close,Volume
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
2023-10-30,3176.647061276185,3207.797260136592,3161.2379523968602,3203.7197265625,910972
2023-10-31,3223.1116525829084,3223.1116525829084,3176.694718774307,3194.427001953125,999811
2023-11-01,3181.3886358368673,3197.1297273532236,3139.6655061865476,3158.298583984375,1563475
2023-11-02,3170.1989967249133,3201.2542786880363,3170.1989967249133,3186.224609375,1245384
2023-11-03,3206.9912455011868,3212.585844899684,3171.2421581670574,3177.50048828125,1402598
2023-11-06,3200.35370326714,3216.7585255882636,3185.181656081281,3205.33203125,1099852
2023-11-07,3203.1981737821743,3227.9948935666866,3191.8191394170512,3196.038818359375,1191144
2023-11-08,3196.987006791226,3225.9087185530275,3195.185418989209,3206.564453125,992899
2023-11-09,3214.6726219703446,3216.0000835815804,3169.109018536068,3174.2294921875,2112352
2023-11-10,3165.2682103187162,3174.2291540075717,3150.4281448953298,3160.95361328125,1338557
2023-11-13,3182.3368374785077,3182.3368374785077,3154.837502470499,3159.152099609375,1030990
2023-11-15,3208.0342930155675,3236.38696048261,3182.384007252965,3228.13720703125,2059802
2023-11-16,3252.554843852836,3346.716401326636,3237.524943071945,3316.846435546875,3951984
2023-11-17,3316.846183791076,3342.1170285727035,3311.820397597078,3321.2080078125,2021292
2023-11-20,3310.5883697162694,3351.0312685830804,3310.5883697162694,3337.471435546875,1475621
2023-11-21,3337.4708446570817,3355.9143164052966,3319.833248932259,3328.55712890625,1807236
2023-11-22,3318.88512142956,3349.8454857452175,3300.963234376662,3347.474853515625,1798051
2023-11-23,3347.3327526243943,3360.608293286361,3318.8851654916093,3326.708251953125,2729804
2023-11-24,3313.4323327565085,3323.199382857698,3274.3169049175717,3278.204833984375,1989733
2023-11-28,3278.2050751499805,3301.105289257559,3255.3520884800573,3290.57958984375,1689195
2023-11-29,3300.868543778904,3335.953903192814,3295.9376747032284,3331.923828125,1441634
2023-11-30,3318.3636112436993,3334.6735150515265,3300.8683912942124,3307.126953125,3266235
2023-12-01,3318.8850754721416,3334.9579154648036,3309.4500056304237,3329.93212890625,1172141
2023-12-04,3361.22486202807,3364.2119978451533,3316.9889527312685,3330.691162109375,1625213
2023-12-05,3354.9185791452924,3354.9185791452924,3321.5401251680364,3348.849853515625,1377656
2023-12-06,3349.7985452386283,3425.895846326785,3342.733875383664,3417.5986328125,1896572
2023-12-07,3418.4515007803934,3442.679407232964,3405.839691660572,3427.839111328125,1967653
2023-12-08,3445.002848273671,3456.381883280356,3415.6544667870103,3439.02880859375,1641155
2023-12-11,3435.4255657471917,3463.968072525497,3427.9344599451606,3454.390625,1102503
2023-12-12,3450.64486709552,3507.018456073914,3443.1063027918103,3482.07958984375,2236866
2023-12-13,3455.00713058484,3461.1233158964483,3378.625308092889,3407.594482421875,3850968
2023-12-14,3442.1580480094076,3487.6741874872178,3439.88233363834,3477.48046875,3290396
2023-12-15,3476.9587660243214,3694.345737340675,3476.9587660243214,3661.204345703125,8531230
2023-12-18,3658.4541311621247,3725.6851604415506,3631.950280842139,3659.4970703125,2521612
2023-12-19,3646.0323859625214,3655.6098328171565,3593.87847667047,3618.72265625,2004435
2023-12-20,3629.2008491847714,3697.0483893157384,3571.6419454448946,3584.443359375,2586083
2023-12-21,3561.874909756601,3609.7142216441343,3549.642540106947,3591.5078125,1517562
2023-12-22,3603.361070704759,3646.933245771475,3567.3274599977117,3626.119140625,2413058
2023-12-26,3622.183949299086,3635.6016352928714,3594.0206528341296,3599.141357421875,1285231
2023-12-27,3602.4128061086403,3620.619215684377,3573.0169658903283,3613.9814453125,1293976
2023-12-28,3626.119100844942,3639.3946414861102,3595.8699258439583,3603.26611328125,1682889
2023-12-29,3595.775077575502,3624.791709570154,3570.5514572660563,3597.1025390625,1574996
2024-01-01,3593.8784899629513,3633.705111751459,3577.7581906676032,3613.88671875,825907
2024-01-02,3613.8865694951905,3613.8865694951905,3572.3055889566763,3587.43017578125,1344068
2024-01-03,3572.0686772686777,3576.667796440322,3496.255904152082,3500.712646484375,1803075
2024-01-04,3510.194856364977,3526.5522174164516,3462.0710260251317,3477.053466796875,3598144
2024-01-05,3484.829591419919,3553.814993535783,3484.687446080239,3544.474609375,1963127
2024-01-08,3544.4744750104824,3546.2288355043906,3482.3639091369514,3487.958740234375,1067805
2024-01-09,3517.97101419748,3558.177078509114,3492.178580048869,3498.95849609375,1370944
2024-01-10,3499.053125217598,3536.2720507365116,3497.1566194586726,3520.910400390625,1292227
2024-01-11,3531.2939700655124,3577.75836440848,3515.17366998734,3542.246337890625,1777909
2024-01-12,3648.877459051208,3703.164942037352,3623.8436730368467,3681.876708984375,6813450
2024-01-15,3755.0815627176166,3759.8228273170075,3683.962593726753,3701.789794921875,2801505
2024-01-16,3697.2383486602234,3697.2383486602234,3656.0368032075253,3661.4892578125,1432672
2024-01-17,3621.3780100735817,3707.6215694323387,3615.2618248575886,3683.58349609375,3458696
2024-01-18,3696.2897995314374,3706.5309771399134,3662.1526951745536,3700.65185546875,2239110
2024-01-19,3766.919057481787,3784.6317399780814,3738.3210747593575,3765.05712890625,2941975
2024-01-23,3723.9505733958886,3756.3202043628303,3669.28488869668,3684.085205078125,2618854
2024-01-24,3704.8532560312447,3708.338398449399,3633.8118332357167,3668.377685546875,2657709
2024-01-25,3666.5634951802735,3686.711116154436,3608.1261628069346,3638.2998046875,2205154
2024-01-29,3629.228508398019,3647.561756466226,3610.179116005899,3629.41943359375,1646747
2024-01-30,3635.5779359556427,3674.1065907335123,3616.051115583662,3628.989501953125,1411621
2024-01-31,3639.158755461559,3660.929588370053,3625.0745845099527,3643.6943359375,2459358
2024-02-01,3647.561820475824,3728.629266117496,3633.2867233259526,3680.170166015625,2363107
2024-02-02,3700.1269169206976,3804.5406228744723,3697.2145499513263,3787.2578125,2826510
2024-02-05,3803.2037368944084,3840.4432412225233,3783.247275258838,3793.941650390625,1691523
2024-02-06,3816.571472286025,3962.569322023447,3809.8874591997096,3949.296875,4474396
2024-02-07,3965.5298194277684,3967.439537616754,3890.0481613841494,3899.071533203125,2124267
2024-02-08,3905.3735326080473,3970.30394830911,3901.601885967036,3947.48291015625,2345173
2024-02-09,3949.822293850928,3995.8466897853227,3914.9223796212013,3947.101318359375,2100596
2024-02-12,3943.567991208639,3971.831913158721,3920.221500261139,3934.68798828125,1013716
2024-02-13,3939.2228416338758,3981.7616191992256,3897.2566064176594,3962.18701171875,1257415
2024-02-14,3921.6060121436158,3929.1493051863713,3866.7016182555567,3915.017578125,1391283
2024-02-15,3941.658346417395,3959.1320813699854,3898.689687117787,3917.97802734375,1091582
2024-02-16,3927.5741373230317,3960.707934118615,3915.0178335842274,3941.944580078125,1307556
2024-02-19,3936.931574545264,3941.944584755052,3871.953600131452,3918.550537109375,772291
2024-02-20,3897.8300753576905,3913.0122404364697,3828.9846471816118,3848.702392578125,1193648
2024-02-21,3831.849293395927,3879.926538879734,3800.911954023389,3811.31982421875,1885939
2024-02-22,3791.745501130713,3910.100240420899,3791.745501130713,3902.604736328125,2982052
2024-02-23,3943.567750543127,3943.567750543127,3863.7414432648116,3869.184326171875,2538072
2024-02-26,3853.8109967592127,3867.1790230115985,3802.964754049245,3820.438720703125,1379284
2024-02-27,3818.4817187181584,3937.8391117763654,3818.4817187181584,3919.123779296875,2960475
2024-02-28,3910.720793778206,3967.343748590396,3904.418630839975,3933.016845703125,1939225
2024-02-29,3913.9670208954226,3951.3021008515957,3881.0721751383658,3910.2431640625,3772719
2024-03-01,3921.7971311947285,3953.1163203771775,3902.3178674252918,3909.527099609375,2043265
2024-03-04,3919.6965305132107,3932.014119419607,3891.9100379868287,3896.493408203125,1749271
2024-03-05,3878.637609545636,3880.547327718726,3800.3391644489493,3830.990234375,2070859
2024-03-06,3813.755130912655,3888.186353005967,3779.7620528496122,3880.833984375,1744204
2024-03-07,3881.502084875083,3937.838769501806,3855.4343858729776,3923.134033203125,2688905
2024-03-11,3904.4182997884645,3965.5292734217396,3904.4182997884645,3936.262939453125,2304068
2024-03-12,3936.263738957449,4039.0066774947118,3935.022142309502,4003.00830078125,4039801
2024-03-13,4015.182559403433,4049.5574873793007,3945.382265182253,3961.71044921875,2837260
2024-03-14,3965.959514662423,4034.279493313636,3901.5540851312467,4017.6650390625,2919608
2024-03-15,4003.342404564304,4047.6477740948294,3988.4465091753013,4028.789306640625,3373143
2024-03-18,4024.9696521003443,4062.686584965053,3931.966472917347,3965.05224609375,1526904
2024-03-19,3868.3727671979555,3874.8180658535766,3787.544041009118,3797.760986328125,8931209
2024-03-20,3806.068367984223,3836.6238591471674,3781.43295661012,3791.64990234375,1817913
2024-03-21,3809.9356057637506,3827.457130409854,3769.783733909053,3793.607421875,3829582
2024-03-22,3721.0857067892807,3760.234927722912,3680.981626808488,3734.358154296875,5852485
2024-03-26,3700.079160748106,3768.5425143371926,3696.6893641833103,3702.46630859375,3440925
2024-03-27,3712.9694508618754,3719.1760347452755,3656.5371872279266,3667.51806640625,1968575
2024-03-28,3676.3032936233417,3738.273558990573,3667.1365525678916,3701.320556640625,4311783
2024-04-01,3721.754223672464,3755.747300480612,3712.5399267137973,3739.9443359375,1569676
2024-04-02,3714.401769042016,3733.3558147618187,3698.1691649099557,3708.481689453125,2142666
2024-04-03,3677.162259779897,3801.2939382455907,3677.162259779897,3769.115234375,3973090
2024-04-04,3796.424366144273,3846.793185841182,3757.609435303528,3822.587646484375,3394637
2024-04-05,3798.429228944485,3821.3458457103648,3781.7191958860317,3799.622802734375,1636819
2024-04-08,3803.2040617482094,3850.6127261366482,3781.242300909593,3793.225830078125,2302538
2024-04-09,3804.158596044347,3834.5709511607815,3747.8696995867963,3768.399169921875,1876992
2024-04-10,3777.804526751909,3810.0788116116587,3741.1380298148547,3804.779296875,2101965
2024-04-12,3791.745569330167,3832.183946350763,3767.3966617457004,3820.773193359375,4354821
2024-04-15,3820.773244714784,3880.7384449410197,3742.1407349188034,3763.290771484375,4200329
2024-04-16,3725.8601098443683,3751.354800517377,3688.477470314158,3697.978271484375,3051420
2024-04-18,3701.7979775859185,3758.325592309684,3676.2077058923483,3687.666015625,3476284
2024-04-19,3664.749317880835,3678.6425647588976,3629.323951132775,3653.48193359375,2957749
2024-04-22,3663.7942340462387,3702.9434557287764,3639.9227574105453,3690.1484375,1728883
2024-04-23,3702.036736873624,3719.1764120974335,3686.329350383613,3699.792724609375,1807586
2024-04-24,3714.4014391809424,3722.040311035299,3651.8103863003334,3658.112548828125,1317312
2024-04-25,3639.158641602764,3698.7895406336374,3638.967716423201,3678.307861328125,2856271
2024-04-26,3681.124880410782,3701.797719316403,3630.8994327921014,3648.850830078125,2039178
2024-04-29,3664.748947268917,3702.75238318453,3646.7975509292937,3695.495361328125,1110693
2024-04-30,3697.2147291183765,3706.524606083486,3638.013460212039,3648.1826171875,2203078
2024-05-02,3607.5054878702526,3696.355174204656,3607.5054878702526,3688.9072265625,2491044
2024-05-03,3714.5446880570794,3717.8391381406313,3626.1726730929386,3669.905029296875,2962234
2024-05-06,3679.072085070683,3762.0970365772246,3679.072085070683,3744.05029296875,2053831
2024-05-07,3753.360296287447,3807.9781916296693,3736.841186796066,3799.336669921875,2062112
2024-05-08,3782.1968021657026,3804.4450652730084,3760.8080520992153,3797.4267578125,1247685
2024-05-09,3783.1514100351155,3791.7451411533175,3733.546530926803,3781.4326171875,1726486
2024-05-10,3783.7249871155386,3794.2284378379286,3709.6756128987054,3718.1259765625,1672489
2024-05-13,3709.1496657831276,3776.4672231103796,3695.304210730005,3769.59228515625,931326
2024-05-14,3758.325333970824,3767.6829995665794,3717.1708144286235,3725.09619140625,1058317
2024-05-15,3728.2475503201877,3749.684091608791,3700.5566349765368,3705.2353515625,1115021
2024-05-16,3742.4565954752024,3760.1536051008206,3696.674864101549,3751.93017578125,2599399
2024-05-17,3769.2906830881443,3770.252482190744,3683.6905629567727,3687.634033203125,2765804
2024-05-21,3684.267988960184,3697.877353269418,3664.5029690837023,3674.26513671875,1908117
2024-05-22,3688.499655195965,3694.51089974485,3671.7163073783254,3685.6142578125,1311168
2024-05-23,3694.222342264953,3755.825623852059,3679.362592585416,3744.716796875,2095742
2024-05-24,3730.0977721050167,3735.435804663223,3697.4447360116023,3702.446044921875,1309452
2024-05-27,3707.735856163125,3759.047936580734,3694.6073912207003,3700.089599609375,1841538
2024-05-28,3710.6213058939243,3722.162896269955,3683.690928349852,3693.212646484375,1801993
2024-05-29,3701.8685786139786,3701.8685786139786,3654.8366950689197,3658.34716796875,1568095
2024-05-30,3632.7156681543424,3649.45088072212,3573.516878968853,3593.378173828125,2919230
2024-05-31,3597.129079925787,3606.5547592371086,3514.173897267071,3530.716796875,10956800
2024-06-03,3590.2040318841996,3608.2377665384206,3554.8097750399984,3561.398193359375,2156773
2024-06-04,3558.656996551144,3601.9379600227116,3454.3017846252524,3573.083984375,3395997
2024-06-05,3574.0455390744582,3639.255566540333,3558.6567531150417,3603.332275390625,2799670
2024-06-06,3636.5626544761217,3693.2125315497983,3598.5715873373206,3684.075439453125,4328036
2024-06-07,3690.7119259738774,3765.443672980527,3690.7119259738774,3745.19775390625,4552445
2024-06-10,3746.20779064658,3756.6913077396334,3695.1361604735534,3711.29443359375,1734661
2024-06-11,3698.117665434883,3731.7324981617485,3694.2704689038715,3704.946533203125,1419898
2024-06-12,3726.3945012041186,3744.764958738886,3681.238078457762,3685.277587890625,2177001
2024-06-13,3709.4667072670763,3741.3983894895923,3704.8500247593597,3730.0009765625,1932323
2024-06-14,3740.437014038603,3740.437014038603,3681.7672640112555,3685.66259765625,1860730
2024-06-18,3679.8917613706085,3695.23241116938,3650.0759871003715,3669.360107421875,1774045
2024-06-19,3681.4305657786617,3687.393908592031,3648.0561809382543,3656.471923828125,1509050
2024-06-20,3650.9892280946765,3664.406278005362,3635.648580065922,3642.573486328125,2846526
2024-06-21,3680.8055063953534,3729.6649522933717,3652.961466760309,3665.17626953125,4642195
2024-06-24,3663.252343284307,3709.659150127357,3646.4689958552112,3670.994873046875,1702154
2024-06-25,3671.1873264526143,3700.6663762407684,3648.0078731956337,3691.81787109375,1338808
2024-06-26,3697.637195586404,3719.229541663195,3694.270898230557,3708.5537109375,1639845
2024-06-27,3684.652571402827,3791.4122778569417,3672.245456200075,3783.862060546875,4526556
2024-06-28,3768.136755923504,3808.72463308086,3748.9489098484837,3755.008056640625,2731571
2024-07-01,3735.6275786977944,3848.8312819956936,3735.6275786977944,3826.22900390625,2658723
2024-07-02,3841.0412524117046,3869.7026797753697,3830.4133246392416,3863.931884765625,2307449
2024-07-03,3866.4326746323527,3872.2997435120974,3803.915728400735,3813.774169921875,1821198
2024-07-04,3847.0526133717367,3892.7380752449785,3829.9806776191044,3867.346435546875,2518001
2024-07-05,3856.8146129950023,3872.924748847288,3835.6550315770746,3858.5458984375,1668616
2024-07-08,3868.356111986521,3877.2527539646103,3826.0850870642853,3840.65625,1758882
2024-07-09,3832.7695887092664,3853.8810329564976,3823.2478711096887,3833.25048828125,1305801
2024-07-10,3831.5193138953828,3850.3706715891435,3752.940368518921,3759.817138671875,2669716
2024-07-11,3780.8327046521863,3827.960866068609,3746.785106452557,3773.8115234375,4872189
2024-07-12,3827.960742140317,4039.5086599499514,3819.5931362246197,4024.119873046875,13509164
2024-07-15,4073.8927473716462,4078.0282957635995,3998.2468703807003,4009.93310546875,4848030
2024-07-16,4012.6260416342875,4034.314424549635,3986.561190822614,4018.829833984375,2029521
2024-07-18,4001.0842332290817,4159.781083825908,4001.0842332290817,4150.69189453125,5613364
2024-07-19,4162.116257683314,4201.979119036148,4131.122688809786,4147.65576171875,3903354
2024-07-22,4145.294862020752,4164.57552655747,4111.601712455098,4133.14794921875,1896386
2024-07-23,4128.9537754903895,4204.823368898603,4112.854234400738,4147.60791015625,2365208
2024-07-24,4133.2920545514335,4183.036258319749,4114.58990592951,4151.36767578125,1809793
2024-07-25,4140.521806883495,4186.795391686849,4120.470108423073,4167.03271484375,2810342
2024-07-26,4193.543483943422,4263.387861980931,4181.059068502381,4230.0322265625,3552210
2024-07-29,4256.206017658637,4271.630546827955,4213.788562443014,4223.525390625,1746803
2024-07-30,4233.165648077155,4239.817382022423,4171.660056647635,4208.341796875,1797906
2024-07-31,4193.543895095498,4255.242012172765,4188.723729698836,4227.62255859375,2330091
2024-08-01,4241.166794700349,4260.3509577479335,4208.052166158217,4238.94970703125,2202244
2024-08-02,4208.004159633621,4239.817249500267,4116.421022138731,4129.00146484375,2811282
2024-08-05,4086.5359851916824,4086.5359851916824,3962.657741715124,4005.605224609375,2787771
2024-08-06,4020.933796427503,4105.093692530791,4011.1484844962138,4021.1748046875,2203067
2024-08-07,4075.9312334220126,4092.271779894771,4029.9466743126113,4049.372314453125,1237666
2024-08-08,4030.6220974673806,4079.7877819856385,4010.3774038422157,4022.475830078125,2441283
2024-08-09,4065.327153287116,4100.658868526236,4054.288787170363,4076.654541015625,1302536
2024-08-12,4077.8597461493728,4086.5360434816052,4035.7797982318953,4044.7451171875,936912
2024-08-13,4061.4715668487884,4081.716262529734,4032.5505730188656,4045.9990234375,1495593
2024-08-14,4057.6148500251006,4151.319044827985,4037.5146680639523,4140.7626953125,3226545
2024-08-16,4193.54310061731,4267.77363366272,4169.538775633477,4257.21728515625,3457058
2024-08-19,4261.990502549068,4332.605929898473,4232.442981017034,4328.5087890625,2055210
2024-08-20,4342.968735663154,4400.810716604284,4338.148570584726,4360.6103515625,2212298
