actual,pred_lr,pred_lstm
1381.699951171875,1377.4008351985456,1376.1301
1375.0,1381.6921800901027,1378.8513
1375.9000244140625,1374.8328620666998,1377.995
1374.300048828125,1376.0572581094934,1377.4359
1398.300048828125,1374.322929361271,1376.73
1416.800048828125,1396.6000959621272,1384.9802
1466.800048828125,1416.065642969907,1398.248
1465.199951171875,1464.2863740443836,1427.0592
1448.4000244140625,1466.5714105611598,1446.5446
1451.5999755859375,1449.4155608350036,1451.3301
1484.0999755859375,1451.3825716583951,1452.9059
1486.9000244140625,1480.4253154855294,1465.4541
1504.199951171875,1485.0959835681015,1474.9386
1488.5,1502.0366641895932,1488.2211
1486.4000244140625,1488.8190965411989,1490.4124
1484.699951171875,1484.2829872631403,1489.3446
1473.0999755859375,1482.8749209148846,1486.8986
1496.0999755859375,1470.8472831693696,1480.5198
1478.0,1492.3791057216492,1485.5223
1489.300048828125,1477.0713699108828,1482.5914
1493.4000244140625,1486.1077210390572,1484.8896
1511.5,1491.8268814092355,1488.301
1510.9000244140625,1507.8522308954655,1497.9911
1518.9000244140625,1509.4427424026348,1504.1434
1518.300048828125,1516.3827193495047,1511.1321
1519.4000244140625,1516.5280854021685,1514.787
1518.9000244140625,1516.6973808779233,1516.9264
1549.0999755859375,1516.4701459381768,1517.5887
1546.5999755859375,1544.6176560054842,1530.3252
1535.9000244140625,1544.424864865288,1538.1215
1539.699951171875,1533.7762915905273,1538.1077
1569.9000244140625,1537.1791523310949,1538.5796
1563.4000244140625,1564.8167099263064,1551.0862
1567.5,1560.6754334689358,1556.9545
1566.0999755859375,1564.2799049606756,1561.9608
1546.300048828125,1563.67644356602,1563.9396
1538.800048828125,1543.4938062221956,1556.0167
1535.5999755859375,1535.3672201945203,1547.0093
1540.5999755859375,1531.8315793509967,1540.1442
1543.0,1536.124677404933,1538.4717
1529.4000244140625,1539.4510953784045,1539.3254
1536.9000244140625,1526.9700097788964,1534.752
1545.0,1533.2910735818662,1534.6401
1556.5,1541.4481586168065,1538.2155
1556.199951171875,1552.4723106262472,1545.6484
1542.300048828125,1553.5935254822812,1550.5421
1544.4000244140625,1540.1574197355553,1547.4072
1544.4000244140625,1541.0368885076637,1545.2721
1565.0999755859375,1540.8558723194565,1543.7831
1575.4000244140625,1560.1624456544534,1551.7311
1570.699951171875,1571.9463797947956,1561.9884
1558.199951171875,1567.9305640203447,1566.6075
1559.199951171875,1556.0410881976413,1563.2876
1545.5999755859375,1555.4930689170492,1560.4988
1539.800048828125,1542.3460389134846,1552.8195
1570.4000244140625,1535.8780138599473,1545.5199
1575.5999755859375,1565.0427565122047,1554.1964
1592.300048828125,1571.8894426869158,1563.3547
1578.0999755859375,1588.1672071895982,1576.3965
1507.5999755859375,1576.6323757979608,1578.4183
1504.199951171875,1507.7105285834205,1548.195
1470.5999755859375,1499.770651113137,1525.3292
1475.300048828125,1467.5972962044311,1498.1077
1483.199951171875,1469.0795953189092,1484.0048
1452.800048828125,1480.023040468923,1480.5994
1458.800048828125,1451.3725754807986,1468.4324
1458.800048828125,1456.26919276401,1462.8322
1457.9000244140625,1456.9491974563573,1460.0914
1413.5999755859375,1455.1945162569596,1458.3384
1394.0,1414.6194107179203,1440.0242
1404.5999755859375,1392.759060192411,1419.8845
1402.5,1401.838359320815,1410.6646
1386.0999755859375,1400.0774058366778,1405.2482
1380.5,1385.7898345684016,1396.658
1396.699951171875,1380.347472074935,1389.7814
1391.0,1394.9609007602007,1391.6638
1395.4000244140625,1390.5753803951436,1391.3394
1390.4000244140625,1394.7341030084049,1393.0719
1437.0999755859375,1390.883947709353,1392.7395
1456.800048828125,1433.8480757098534,1410.119
1443.4000244140625,1456.0957633095645,1430.34
1450.800048828125,1444.073690831869,1438.9296
1461.5999755859375,1450.9245207952383,1445.8733
1458.5,1460.2271871942844,1453.5278
1468.699951171875,1456.950885962319,1456.1906
1448.9000244140625,1466.9283036477589,1461.4779
1419.5999755859375,1448.8570353086454,1457.2142
1437.0999755859375,1419.1908856017446,1441.8334
1423.0,1434.1707230126183,1437.742
1441.300048828125,1421.6282741020893,1430.594
1409.5,1438.045952711354,1433.4172
1419.4000244140625,1410.9257184479557,1424.2158
1428.0,1416.9037360554782,1421.654
1428.800048828125,1426.9379079018559,1423.3295
1398.5,1426.9065764013665,1425.5488
1406.800048828125,1399.7112202766066,1415.243
1393.9000244140625,1405.1619762583553,1411.245
1358.0,1393.5359752951097,1403.6544
1345.0,1358.0781947654393,1385.0217
