actual,pred_lr,pred_lstm
711.0,712.4532749116094,718.38165
717.7999877929688,713.3552213945665,717.87445
732.25,718.4086632969397,720.1026
736.4000244140625,734.154213222976,726.2389
715.3499755859375,738.6148132087479,731.44666
712.0499877929688,716.1038409669067,733.7069
686.6500244140625,710.9330141633322,734.4684
674.75,685.9753741141034,729.36804
670.25,675.9406368899236,718.4222
672.2999877929688,670.3192918690243,705.3031
676.2000122070312,675.2488446239425,696.35455
671.25,678.7687085352939,688.91077
673.6500244140625,673.3315887580837,686.0612
674.5,674.9746534745608,685.8245
682.75,675.7367554991068,686.5929
686.9000244140625,685.0364945490542,688.2093
688.0,688.8202317441932,690.068
683.7999877929688,689.9576725269436,693.356
688.5499877929688,684.70168868825,695.67126
690.4000244140624,689.6040867296189,698.3048
689.0499877929686,691.9256699411051,699.66077
688.8499755859375,691.0533247718292,700.13544
693.2000122070312,689.8883353318108,700.3875
692.7999877929688,694.5335514992098,702.0456
695.5999755859375,694.546878586627,702.85394
681.7999877929688,697.2199055979861,703.78595
674.5,682.6468211334566,703.0426
684.4000244140625,675.123984131564,700.70526
679.0,685.0386488851477,698.45154
681.7000122070312,681.7557745937772,695.70105
680.25,683.8983037524506,692.88293
687.4500122070312,680.8896477615823,692.67377
673.4000244140625,689.5719071125511,694.86084
690.0999755859375,674.6637815064238,693.3274
700.5,691.6120124532075,694.8729
687.4000244140624,702.094761436218,697.8778
682.9000244140625,690.7540894494081,699.8478
692.3499755859375,682.5109173859273,699.53705
668.4500122070312,692.4983458844697,702.8626
665.9500122070312,670.704327368553,699.5
648.8499755859375,666.7673509519161,693.0448
653.5999755859375,648.2897556594322,686.2075
654.5999755859375,656.2656985910485,680.13257
652.8499755859375,656.2130663267789,672.4961
646.5,656.1131339675936,669.4109
633.7000122070314,647.6354526633299,666.00757
653.75,634.6524934862267,663.7395
654.0999755859376,655.2822292873637,662.84766
663.75,657.0695081353394,662.3913
664.5999755859375,667.47465070664,664.0804
676.0,665.2668387331948,667.65845
700.25,678.2909458942304,675.41736
689.5999755859375,702.334722680886,683.33673
685.4000244140625,692.4708068383597,690.71936
680.2999877929688,686.0689518670274,695.6049
686.7999877929688,679.0810325412536,699.1464
681.6500244140625,688.8510900895333,700.8773
675.4500122070312,683.5093881465243,697.3022
669.0,677.1246993550649,694.86176
690.1500244140625,669.3163355917399,692.01807
684.4000244140625,692.0671443930322,692.87994
692.0499877929689,687.1997036968082,692.38135
687.5,694.6455851590994,694.2251
691.7000122070312,687.3692349553532,696.91626
719.5,693.7102731390107,701.25604
715.5499877929688,721.0729796855929,705.7067
709.0999755859375,718.8016034340028,711.84015
705.8499755859375,710.59492683948,715.87756
715.25,704.3066050016203,720.0129
712.9000244140625,716.6569212965189,724.2097
713.25,715.0083890611431,722.8206
719.1500244140625,714.9501569457595,722.41
711.2000122070312,719.7164828381005,724.2015
707.4500122070312,712.7358355667765,725.6008
696.25,708.3175021448005,724.35016
701.3499755859375,696.2736666154784,721.5967
682.9500122070312,702.6720356632821,718.9524
664.2999877929688,684.0211969701537,712.4513
672.9000244140625,665.2993155088637,704.1443
672.5,672.5657736258639,696.9351
680.2000122070312,675.3486289166542,691.8488
718.3499755859375,683.7246434578207,687.1975
716.0999755859375,720.5579541087567,692.3135
712.6500244140625,719.8192557034771,702.3844
698.0499877929688,714.4148387563597,710.87427
681.5499877929688,695.619863818611,717.08716
681.0999755859375,681.683390095409,718.2777
678.9500122070312,681.3419840479102,710.85376
660.75,680.9246566492121,703.28705
395.4500122070313,662.9808072450419,693.76056
390.8500061035156,389.4733336598961,648.108
396.7999877929688,378.30899760703664,596.1174
396.6000061035156,392.3941222475431,542.53894
399.75,421.6536504042483,491.56647
401.8500061035156,404.27558421613446,448.5352
405.8500061035156,405.46486764028066,449.4862
403.2999877929688,410.03977002036703,451.72247
410.0499877929688,407.1054482590683,452.87183
411.5,413.8667010774489,454.81372
