actual,pred_lr,pred_lstm
243.79466247558597,243.4336086569603,242.24846
246.44256591796875,243.98679537979825,242.10028
249.9535217285156,246.53533638312948,242.80289
253.9254150390625,249.95049752075465,244.4185
254.602066040039,253.74553131801292,246.7021
255.1905059814453,254.46288490961572,248.96762
257.8188171386719,255.075240087965,251.16531
257.83843994140625,257.7352466584233,253.29912
256.5438842773437,257.7778033436642,254.78973
260.4569091796875,256.4969331672734,255.32748
261.3984069824219,260.33724236407204,256.42102
258.1620483398437,261.3006789774038,257.60315
259.85870361328125,258.0615702318733,257.748
264.2130432128906,259.8036387022546,258.1375
263.3402099609375,264.08877958847637,259.5166
259.9371337890625,263.11326521280614,260.13538
260.8492126464844,259.83182132813636,259.97815
259.44677734375,260.87045827636047,260.4242
261.8495178222656,259.56266322023237,260.2357
261.8985595703125,261.677702703616,259.7664
264.8406982421875,261.8438440162375,259.55685
262.5850524902344,264.53262599165794,260.5134
264.4483947753906,262.51944209396316,260.9296
262.63409423828125,264.19335130917665,261.8693
259.9371337890625,262.6636314277829,262.0284
253.3173370361328,259.90324878725403,261.6052
249.3454742431641,253.67993125856032,259.3752
252.4347076416016,249.7846953114243,256.6691
257.73052978515625,252.75046014516911,254.21606
255.572998046875,257.6720187453814,253.25993
261.8005065917969,255.45053151354614,252.64738
255.32781982421875,261.4080768098413,254.37585
254.6903533935547,255.55637191264353,255.5629
256.3575439453125,254.59791642441846,255.91129
256.79888916015625,256.6307432287759,255.59178
254.20001220703125,256.7706575796468,255.71434
250.0500030517578,254.25395709846353,254.39984
251.8000030517578,250.32113561013458,253.39172
250.1999969482422,252.0240148345879,252.71228
248.3000030517578,250.49956809840825,251.48787
242.75,248.4522022343879,249.91096
246.0500030517578,243.26054249632293,247.78459
245.91000366210935,246.3229900805695,246.88025
239.9600067138672,246.28829586336744,245.75204
242.32000732421875,240.2797929390749,243.9101
239.0500030517578,242.64810748577227,242.8013
241.6199951171875,239.67092011387092,242.01044
241.72000122070312,241.77356756806807,241.1503
241.6499938964844,242.11344009271622,240.46204
246.80999755859372,241.82798373319312,240.76723
245.2100067138672,246.89010933787625,241.64883
246.9600067138672,245.40995442806573,242.83102
250.83999633789065,246.93445539719622,243.87776
249.91000366210935,250.93183848343,245.59396
248.63999938964844,249.94505147492214,247.14177
253.83999633789065,248.70887777172524,247.56915
252.02999877929688,253.85295686159452,249.13678
250.6499938964844,252.15010202126845,250.0894
249.41000366210935,250.63005487048625,250.1231
250.3600006103516,249.7085247946153,250.0243
250.92999267578125,250.531155196067,250.21881
249.55999755859372,251.06644854221636,249.68338
244.97000122070312,249.6915212128106,249.26015
243.6699981689453,245.31996126878062,248.21346
242.52000427246094,244.07950687947692,247.03699
249.1499938964844,243.01577172798667,245.4636
255.75,249.1822901733638,245.07834
253.91000366210935,255.56421082509914,246.36687
251.94000244140625,253.66951413770147,248.26932
251.27999877929688,251.8982230137641,249.95651
254.00999450683597,251.54615964674576,251.48074
254.1499938964844,254.08387031127984,252.24458
256.92999267578125,254.1875440368432,251.98938
255.8800048828125,256.7616900405713,252.62971
250.3300018310547,255.90818261874026,253.44597
249.6300048828125,250.51096466282746,253.26657
244.58999633789065,249.9270674884947,252.34895
242.0,245.17561685777176,250.40375
235.75,242.4212115262592,247.50278
239.63999938964847,236.5372838121223,243.71419
239.3699951171875,240.03498785355575,241.57434
241.07000732421878,239.8874001407781,239.70044
240.97999572753903,241.15288395603255,239.11983
242.1300048828125,241.2956786066945,239.06544
243.52999877929688,242.3204693569843,240.20346
244.2700042724609,243.75066826059634,240.94601
246.3999938964844,244.4327767409937,241.86414
248.6999969482422,246.49460805294072,242.88828
245.1300048828125,248.75544748143028,244.35164
248.4199981689453,245.33876925038356,244.96864
250.2100067138672,248.4785923121806,245.8571
253.80999755859372,250.40587566716238,246.93379
240.8999938964844,253.61886157989355,248.34651
241.2400054931641,241.42913799078997,247.06085
241.3600006103516,241.5829480413205,246.1577
244.3000030517578,242.17053207728847,244.62383
242.97999572753903,244.389818210344,243.4117
243.91000366210935,243.23885283067312,241.64732
242.3800048828125,244.04430663677982,242.22607
