actual,pred_lr,pred_lstm
980.9000244140624,976.8336460558352,976.8913
977.0,981.0535106035803,980.16626
977.1500244140624,976.8076604301534,981.04047
978.25,976.392413397115,979.93634
994.3499755859376,978.2764026622615,979.7874
1002.5499877929688,993.0001556388096,982.6019
1002.9500122070312,1002.2824464565331,986.6758
1007.7000122070312,1002.1086194534149,992.319
1008.7999877929688,1007.609767925043,998.91003
994.75,1008.8451550933962,1005.50867
1002.9500122070312,994.7059176207182,1006.38043
1003.5499877929688,1001.7385335480468,1006.245
1007.8499755859376,1003.9504384936781,1006.147
998.1500244140624,1005.8534644266692,1005.8573
987.2999877929689,998.7023606336292,1004.1172
992.6500244140624,986.781446303893,1003.231
985.2499999999999,992.1981646115363,1000.7993
984.6500244140624,985.1969956545028,996.97546
982.2999877929688,983.0555359169994,992.00006
984.5,982.6447789702197,988.7024
991.7000122070314,983.4686581695819,987.91986
989.5000000000001,991.0960999611099,987.28485
986.6500244140624,989.2010131272699,988.2363
989.5999755859376,986.1011143459565,988.9289
996.5499877929688,989.4740845849236,990.4392
992.4500122070312,995.8620136153455,992.5932
994.5999755859376,992.1284403988908,992.89294
1008.8499755859376,993.7575671918552,994.0169
998.0499877929686,1008.3610281078146,998.0717
999.1500244140623,998.203036959248,1000.2951
989.7999877929688,997.6800592306819,1001.0611
1003.9000244140624,991.1437109806747,1001.038
1009.5,1001.6366702670499,1002.29346
1007.5999755859376,1009.6901691857611,1001.911
1002.0999755859376,1006.1179212127767,1004.0341
989.7999877929688,1002.3621869395122,1005.189
1000.5,990.068564901248,1005.9543
997.2000122070312,999.1292489304797,1004.71564
1003.2999877929688,997.4223562449978,1001.94763
1003.0999755859376,1001.1191641852607,1000.6837
997.0999755859376,1003.6183221909688,1000.93274
989.7999877929688,996.3612788409416,1002.8529
1000.2999877929688,989.8061194591032,1001.05524
1001.5000000000001,999.2736874891115,1001.19336
996.0999755859376,1001.2526963474248,1000.4974
994.2999877929688,994.9637241667338,999.26746
984.0,994.290599834276,998.94116
979.7000122070314,984.2544539874706,998.21967
985.5,978.8280868975058,994.0257
987.7000122070312,984.996158065143,990.19934
996.5999755859377,986.9422617418701,988.05853
997.2000122070312,995.3069109066795,988.06476
992.0999755859376,997.3102711061207,990.8705
991.7000122070314,991.6378229241298,993.9156
990.9000244140624,991.5916849328892,995.4347
991.2000122070312,990.713255161734,996.137
991.1500244140624,990.3886360461918,994.90295
1001.5999755859376,990.7161192211939,993.5837
977.5000000000001,1000.5603582798452,995.07446
962.2000122070312,978.5946856445772,993.1706
949.0499877929688,961.1986378889131,988.1085
946.7000122070314,950.5501479629186,979.74475
939.0,945.2905951852026,970.01636
936.9500122070312,938.793320805747,956.7287
937.3499755859376,936.0008884730564,948.07947
925.4500122070312,937.4437622708851,942.6898
925.4500122070312,925.6722304978435,938.15894
931.0999755859376,924.9446755317348,933.73486
927.9000244140624,931.4711410722326,931.66846
931.2000122070312,927.607455274876,929.73285
920.3499755859375,930.7783843441078,928.3573
918.7000122070312,921.5968874815562,927.81903
916.0999755859376,918.170537483943,926.55676
926.4000244140624,917.0147072821338,923.46075
932.7000122070312,925.3701698711361,922.5202
935.5000000000001,932.9338827639665,922.40405
929.25,935.0893198553399,925.4836
928.0999755859376,930.112435676422,928.1766
948.7000122070312,928.2841568601245,930.9179
953.0999755859376,948.1779816228131,934.5878
949.7000122070314,953.2959805995538,938.4334
941.0999755859376,949.0008628916704,941.7724
937.2499999999999,942.437182877445,945.02936
932.4000244140624,937.5024594979677,947.2623
927.0999755859376,932.6478101442655,943.9444
920.5999755859376,926.8414736026878,938.5896
903.9000244140624,920.7757082514191,932.69635
925.7999877929688,904.5447887961807,925.5929
925.7000122070314,924.28392482665,922.1135
924.7000122070312,927.007970343926,920.2953
915.5999755859377,922.8917245800283,919.8789
911.8499755859376,917.5538951802312,919.5309
923.5999755859376,911.9162551615975,921.4422
910.5,923.4302451583102,920.32996
907.5999755859376,911.3503684182821,917.54034
898.5999755859374,906.7410881866771,914.2721
887.75,900.514689340566,911.16113
879.4000244140625,887.5702262067098,906.5201
868.6500244140625,880.0247290495091,897.6588
